station_id,state,t_s
S03,starved,1278.1131322553094
S20,starved,1280.9416032917932
S03,working,1282.1131322553094
S19,starved,1294.6093997249295
S20,working,1294.9416032917932
S05,blocked,1294.9877513301087
S18,starved,1299.7159578408525
S13,starved,1299.0930886798374
S06,working,1302.3138633342194
S05,working,1300.9877513301087
S19,working,1307.6093997249295
S08,working,1307.6638420033064
S16,starved,1312.2121579975744
S18,working,1325.7159578408525
S16,working,1329.2121579975744
S03,starved,1334.1131322553094
S03,working,1345.1131322553094
S20,starved,1349.9416032917932
S05,blocked,1356.9877513301087
S19,starved,1363.6093997249295
S20,working,1362.9416032917932
S05,working,1363.9877513301087
S09,working,1378.283417927542
S18,starved,1377.7159578408525
S19,working,1386.6093997249295
S17,starved,1386.8628592071013
S16,starved,1386.2121579975744
S18,working,1388.7159578408525
S16,working,1388.2121579975744
S17,working,1394.8628592071013
S03,starved,1400.1131322553094
S03,working,1403.1131322553094
S06,blocked,1406.3138633342194
S20,starved,1419.9416032917932
S06,working,1421.3138633342194
S09,starved,1435.283417927542
S19,starved,1438.6093997249295
S18,starved,1434.7159578408525
S20,working,1437.9416032917932
S19,working,1442.6093997249295
S09,working,1441.283417927542
S16,starved,1439.2121579975744
S18,working,1448.7159578408525
S16,working,1449.2121579975744
S03,starved,1455.1131322553094
S03,working,1461.1131322553094
S19,starved,1491.6093997249295
S20,starved,1487.9416032917932
S20,working,1490.9416032917932
S17,starved,1498.8628592071013
S16,starved,1499.2121579975744
S11,working,1504.9498579303258
S17,working,1507.8628592071013
S19,working,1517.6093997249295
S03,starved,1516.1131322553094
S03,working,1518.1131322553094
S04,down,1520.8752076708051
S06,blocked,1521.3138633342194
S06,working,1527.3138633342194
S20,starved,1534.9416032917932
S17,starved,1561.8628592071013
S05,starved,1557.9877513301087
S19,starved,1565.6093997249295
S20,working,1564.9416032917932
S19,working,1576.6093997249295
S06,blocked,1575.3138633342194
S03,blocked,1574.1131322553094
S06,working,1581.3138633342194
S09,starved,1595.283417927542
S20,starved,1614.9416032917932
S09,working,1621.283417927542
S19,starved,1627.6093997249295
S18,starved,1622.7159578408525
S19,working,1631.6093997249295
S20,working,1627.9416032917932
S12,working,1647.226974598345
S09,starved,1671.283417927542
S02,blocked,1677.1341329871748
S09,working,1680.283417927542
S20,starved,1680.9416032917932
S19,starved,1695.6093997249295
S20,working,1695.9416032917932
S13,working,1695.0930886798374
S01,blocked,1698.5970176258893
S09,starved,1739.283417927542
S13,starved,1742.0930886798374
S09,working,1746.283417927542
S13,working,1751.0930886798374
S06,starved,1753.3138633342194
S20,starved,1759.9416032917932
S09,starved,1793.283417927542
S09,working,1798.283417927542
S13,starved,1856.0930886798374
S13,working,1862.0930886798374
S16,working,1874.2121579975744
S04,working,1891.8752076708051
S03,working,1892.1131322553094
S02,working,1893.1341329871748
S01,working,1894.5970176258893
S05,working,1894.9877513301087
S07,blocked,1896.8233696802356
S07,starved,1898.8233696802356
S13,starved,1910.0930886798374
S13,working,1919.0930886798374
S16,starved,1929.2121579975744
S17,working,1937.8628592071013
S16,working,1939.2121579975744
S01,blocked,1947.5970176258893
S01,working,1955.5970176258893
S06,working,1961.3138633342194
S13,starved,1978.0930886798374
S13,working,1984.0930886798374
S17,starved,1991.8628592071013
S18,working,1991.7159578408525
S16,starved,1993.2121579975744
S17,working,2001.8628592071013
S03,blocked,2003.1131322553094
S02,blocked,2008.1341329871748
S05,starved,2007.9877513301087
S03,working,2008.1131322553094
S02,working,2009.1341329871748
S16,working,2009.2121579975744
S05,working,2010.9877513301087
S08,starved,2021.6638420033064
S09,starved,2024.283417927542
S07,working,2022.8233696802356
S09,working,2025.283417927542
S13,starved,2027.0930886798374
S17,starved,2050.8628592071013
S13,working,2048.0930886798374
S19,working,2059.6093997249295
S02,blocked,2059.134132987175
S03,blocked,2061.1131322553097
S05,starved,2062.9877513301085
S06,starved,2065.313863334219
S16,starved,2065.2121579975746
S01,blocked,2069.5970176258893
S06,working,2069.313863334219
S17,working,2073.8628592071013
S03,working,2069.1131322553097
S02,working,2070.134132987175
S01,working,2071.5970176258893
S09,starved,2074.283417927542
S05,working,2071.9877513301085
S16,working,2072.2121579975746
S08,working,2089.6638420033064
S18,starved,2102.7159578408528
S17,starved,2112.8628592071013
S02,blocked,2112.134132987175
S18,working,2111.7159578408528
S20,working,2114.9416032917934
S06,starved,2120.313863334219
S02,working,2126.134132987175
S16,starved,2129.2121579975746
S17,working,2137.8628592071013
S06,working,2137.313863334219
S16,working,2143.2121579975746
S09,working,2149.283417927542
S13,starved,2150.0930886798374
S11,starved,2154.949857930326
S11,working,2158.949857930326
S18,starved,2160.7159578408528
S13,working,2167.0930886798374
S20,starved,2174.9416032917934
S03,blocked,2177.1131322553097
S17,starved,2183.8628592071013
S06,starved,2181.313863334219
S20,working,2180.9416032917934
S02,blocked,2184.134132987175
S18,working,2183.7159578408528
S03,working,2184.1131322553097
S02,working,2185.134132987175
S11,starved,2195.949857930326
S06,working,2194.313863334219
S09,starved,2196.283417927542
S17,working,2209.8628592071013
S09,working,2207.283417927542
S20,starved,2224.9416032917934
S03,blocked,2230.1131322553097
S19,starved,2238.6093997249295
S18,starved,2233.7159578408528
S19,working,2242.6093997249295
S02,blocked,2239.134132987175
S20,working,2238.9416032917934
S05,starved,2239.9877513301085
S03,working,2244.1131322553097
S02,working,2245.134132987175
S07,starved,2247.823369680236
S05,working,2246.9877513301085
S09,starved,2251.283417927542
S17,starved,2254.8628592071013
S07,working,2250.823369680236
S16,starved,2250.2121579975746
S18,working,2254.7159578408528
S17,working,2259.8628592071013
S09,working,2263.283417927542
S11,working,2267.949857930326
S16,working,2265.2121579975746
S19,starved,2295.6093997249295
S03,blocked,2297.1131322553097
S05,starved,2298.9877513301085
S06,starved,2301.313863334219
S07,starved,2304.823369680236
S18,starved,2304.7159578408528
S07,working,2306.823369680236
S06,working,2308.313863334219
S19,working,2313.6093997249295
S01,blocked,2311.5970176258893
S03,working,2310.1131322553097
S01,working,2312.5970176258893
S05,working,2311.9877513301085
S17,starved,2318.8628592071013
S11,starved,2319.949857930326
S16,starved,2317.2121579975746
S18,working,2318.7159578408528
S11,working,2321.949857930326
S17,working,2325.8628592071013
S16,working,2335.2121579975746
S07,starved,2349.823369680236
S20,starved,2351.9416032917934
S03,blocked,2359.1131322553097
S11,starved,2362.949857930326
S02,blocked,2362.134132987175
S06,starved,2367.313863334219
S19,starved,2371.6093997249295
S03,working,2368.1131322553097
S02,working,2369.134132987175
S17,starved,2373.8628592071013
S05,starved,2369.9877513301085
S20,working,2370.9416032917934
S09,starved,2373.283417927542
S05,working,2370.9877513301085
S07,working,2373.823369680236
S06,working,2375.313863334219
S09,working,2381.283417927542
S19,working,2385.6093997249295
S11,working,2389.949857930326
S16,starved,2391.2121579975746
S17,working,2399.8628592071013
S16,working,2399.2121579975746
S07,starved,2417.823369680236
S06,starved,2419.313863334219
S05,starved,2420.9877513301085
S02,blocked,2422.134132987175
S03,blocked,2422.1131322553097
S07,working,2423.823369680236
S01,blocked,2425.5970176258893
S06,working,2427.313863334219
S09,starved,2430.283417927542
S18,starved,2428.7159578408528
S03,working,2429.1131322553097
S02,working,2430.134132987175
S01,working,2431.5970176258893
S19,starved,2434.6093997249295
S20,starved,2430.9416032917934
S05,working,2431.9877513301085
S20,working,2432.9416032917934
S19,working,2438.6093997249295
S09,working,2444.283417927542
S17,starved,2456.8628592071013
S18,working,2456.7159578408528
S16,starved,2460.2121579975746
S17,working,2468.8628592071013
S16,working,2466.2121579975746
S07,starved,2478.823369680236
S06,starved,2485.313863334219
S03,blocked,2486.1131322553097
S02,blocked,2487.134132987175
S03,working,2489.1131322553097
S02,working,2490.134132987175
S07,working,2492.823369680236
S20,starved,2494.9416032917934
S09,starved,2498.283417927542
S06,working,2497.313863334219
S09,working,2507.283417927542
S19,starved,2511.6093997249295
S18,starved,2508.7159578408528
S20,working,2511.9416032917934
S19,working,2517.6093997249295
S16,starved,2513.2121579975746
S16,working,2520.2121579975746
S18,working,2522.7159578408528
S03,blocked,2544.1131322553097
S01,blocked,2547.5970176258893
S05,starved,2548.9877513301085
S11,starved,2552.949857930326
S06,starved,2551.313863334219
S03,working,2551.1131322553097
S01,working,2554.5970176258893
S07,starved,2553.823369680236
S05,working,2553.9877513301085
S06,working,2556.313863334219
S09,starved,2558.283417927542
S07,working,2557.823369680236
S11,working,2560.949857930326
S20,starved,2562.9416032917934
S09,working,2570.283417927542
S19,starved,2579.6093997249295
S17,starved,2581.8628592071013
S20,working,2577.9416032917934
S18,starved,2577.7159578408528
S18,working,2581.7159578408528
S19,working,2587.6093997249295
S17,working,2590.8628592071013
S03,blocked,2600.1131322553097
S07,starved,2606.823369680236
S06,starved,2607.313863334219
S11,starved,2609.949857930326
S03,working,2609.1131322553097
S05,starved,2610.9877513301085
S07,working,2612.823369680236
S05,working,2612.9877513301085
S09,starved,2619.283417927542
S06,working,2618.313863334219
S11,working,2620.949857930326
S19,starved,2635.6093997249295
S18,starved,2630.7159578408528
S16,starved,2630.2121579975746
S19,working,2639.6093997249295
S09,working,2639.283417927542
S18,working,2640.7159578408528
S16,working,2641.2121579975746
S02,blocked,2656.134132987175
S03,blocked,2660.1131322553097
S03,working,2664.1131322553097
S02,working,2665.134132987175
S11,starved,2667.949857930326
S07,starved,2670.823369680236
S06,starved,2673.313863334219
S06,working,2675.313863334219
S07,working,2677.823369680236
S11,working,2685.949857930326
S17,starved,2688.8628592071013
S19,starved,2692.6093997249295
S16,starved,2692.2121579975746
S17,working,2700.8628592071013
S19,working,2702.6093997249295
S16,working,2698.2121579975746
S06,starved,2720.313863334219
S02,blocked,2720.134132987175
S03,blocked,2720.1131322553097
S03,working,2722.1131322553097
S02,working,2723.134132987175
S08,starved,2734.6638420033064
S12,starved,2738.226974598345
S06,working,2736.313863334219
S08,working,2738.6638420033064
S17,starved,2742.8628592071013
S11,starved,2749.949857930326
S12,working,2755.226974598345
S16,starved,2756.2121579975746
S17,working,2764.8628592071013
S20,starved,2760.9416032917934
S20,working,2762.9416032917934
S16,working,2769.2121579975746
S11,working,2774.949857930326
S03,blocked,2778.1131322553097
S01,blocked,2780.5970176258893
S02,blocked,2783.134132987175
S05,starved,2784.9877513301085
S03,working,2785.1131322553097
S02,working,2786.134132987175
S01,working,2787.5970176258893
S06,starved,2789.313863334219
S05,working,2788.9877513301085
S06,working,2791.313863334219
S09,starved,2797.283417927542
S08,starved,2797.6638420033064
S18,starved,2796.7159578408528
S09,working,2800.283417927542
S17,starved,2810.8628592071013
S13,starved,2807.0930886798374
S18,working,2810.7159578408528
S12,starved,2814.226974598345
S13,working,2814.0930886798374
S20,starved,2815.9416032917934
S11,starved,2821.949857930326
S20,working,2819.9416032917934
S11,working,2824.949857930326
S16,starved,2824.2121579975746
S12,working,2828.226974598345
S17,working,2832.8628592071013
S16,working,2831.2121579975746
S03,blocked,2833.1131322553097
S02,blocked,2837.134132987175
S01,blocked,2844.5970176258893
S05,starved,2842.9877513301085
S03,working,2843.1131322553097
S02,working,2844.134132987175
S01,working,2845.5970176258893
S09,starved,2847.283417927542
S08,working,2847.6638420033064
S05,working,2845.9877513301085
S13,starved,2858.0930886798374
S19,starved,2866.6093997249295
S18,starved,2864.7159578408528
S19,working,2873.6093997249295
S11,starved,2872.949857930326
S17,starved,2880.8628592071013
S18,working,2880.7159578408528
S11,working,2885.949857930326
S03,blocked,2888.1131322553097
S02,blocked,2891.134132987175
S16,starved,2891.2121579975746
S17,working,2899.8628592071013
S13,working,2898.0930886798374
S16,working,2900.2121579975746
S08,starved,2902.6638420033064
S09,working,2905.283417927542
S01,blocked,2906.5970176258893
S05,starved,2905.9877513301085
S06,starved,2909.313863334219
S08,working,2912.6638420033064
S03,working,2911.1131322553097
S02,working,2912.134132987175
S01,working,2913.5970176258893
S06,working,2913.313863334219
S05,working,2913.9877513301085
S20,starved,2919.9416032917934
S19,starved,2926.6093997249295
S20,working,2925.9416032917934
S17,starved,2950.8628592071013
S16,starved,2947.2121579975746
S13,starved,2948.0930886798374
S17,working,2955.8628592071013
S09,starved,2954.283417927542
S19,working,2958.6093997249295
S13,working,2953.0930886798374
S06,starved,2961.313863334219
S16,working,2962.2121579975746
S09,working,2965.283417927542
S01,blocked,2976.5970176258893
S20,starved,2974.9416032917934
S06,working,2976.313863334219
S01,working,2981.5970176258893
S11,starved,2993.949857930326
S17,starved,3011.8628592071013
S19,starved,3013.6093997249295
S13,starved,3009.0930886798374
S13,working,3011.0930886798374
S20,working,3013.9416032917934
S09,starved,3017.283417927542
S11,working,3020.949857930326
S17,working,3025.8628592071013
S03,blocked,3021.1131322553097
S09,working,3024.283417927542
S06,starved,3026.313863334219
S05,starved,3025.9877513301085
S03,working,3028.1131322553097
S06,working,3031.313863334219
S05,working,3030.9877513301085
S19,working,3059.6093997249295
S11,starved,3063.949857930326
S12,starved,3065.226974598345
S12,working,3071.226974598345
S20,starved,3068.9416032917934
S16,starved,3070.2121579975746
S17,starved,3077.8628592071013
S16,working,3072.2121579975746
S09,starved,3075.283417927542
S17,working,3078.8628592071013
S06,starved,3081.313863334219
S03,blocked,3080.1131322553097
S09,working,3084.283417927542
S05,starved,3082.9877513301085
S02,blocked,3087.134132987175
S06,working,3089.313863334219
S11,working,3091.949857930326
S01,blocked,3091.5970176258893
S03,working,3091.1131322553097
S02,working,3092.134132987175
S01,working,3093.5970176258893
S05,working,3093.9877513301085
S19,starved,3107.6093997249295
S19,working,3110.6093997249295
S20,working,3107.9416032917934
S16,starved,3117.2121579975746
S12,starved,3130.226974598345
S08,starved,3131.6638420033064
S16,working,3133.2121579975746
S08,working,3139.6638420033064
S11,starved,3141.949857930326
S06,starved,3141.313863334219
S03,blocked,3143.1131322553097
S05,starved,3143.9877513301085
S12,working,3148.226974598345
S11,working,3147.949857930326
S02,blocked,3147.134132987175
S03,working,3148.1131322553097
S02,working,3149.134132987175
S06,working,3150.313863334219
S05,working,3150.9877513301085
S19,starved,3157.6093997249295
S19,working,3161.6093997249295
S17,starved,3175.8628592071013
S13,starved,3182.0930886798374
S09,starved,3186.283417927542
S16,starved,3192.2121579975746
S09,working,3195.283417927542
S17,working,3199.8628592071013
S02,blocked,3198.134132987175
S06,starved,3199.313863334219
S05,starved,3200.9877513301085
S01,blocked,3204.5970176258893
S02,working,3204.134132987175
S01,working,3205.5970176258893
S16,working,3204.2121579975746
S12,starved,3208.226974598345
S05,working,3205.9877513301085
S06,working,3208.313863334219
S13,working,3207.0930886798374
S12,working,3214.226974598345
S09,starved,3240.283417927542
S08,starved,3241.6638420033064
S09,working,3245.283417927542
S17,starved,3251.8628592071013
S16,starved,3249.2121579975746
S17,working,3257.8628592071013
S08,working,3255.6638420033064
S03,blocked,3257.1131322553097
S01,blocked,3260.5970176258893
S06,starved,3260.313863334219
S05,starved,3258.9877513301085
S06,working,3263.313863334219
S02,blocked,3264.134132987175
S03,working,3264.1131322553097
S02,working,3265.134132987175
S01,working,3266.5970176258893
S13,starved,3264.0930886798374
S05,working,3266.9877513301085
S16,working,3272.2121579975746
S12,starved,3277.226974598345
S13,working,3276.0930886798374
S12,working,3289.226974598345
S09,starved,3294.283417927542
S17,starved,3312.8628592071013
S03,blocked,3313.1131322553097
S09,working,3317.283417927542
S06,starved,3318.313863334219
S01,blocked,3320.5970176258893
S05,starved,3322.9877513301085
S16,starved,3326.2121579975746
S06,working,3329.313863334219
S02,blocked,3329.134132987175
S17,working,3334.8628592071013
S03,working,3332.1131322553097
S02,working,3333.134132987175
S01,working,3334.5970176258893
S05,working,3334.9877513301085
S13,starved,3342.0930886798374
S13,working,3343.0930886798374
S18,starved,3367.7159578408528
S09,starved,3371.283417927542
S09,working,3377.283417927542
S17,starved,3383.8628592071013
S11,starved,3382.949857930326
S11,working,3384.949857930326
S02,blocked,3383.134132987175
S03,blocked,3383.1131322553097
S18,working,3384.7159578408528
S06,starved,3388.313863334219
S07,starved,3391.823369680236
S07,working,3392.823369680236
S03,working,3395.1131322553097
S02,working,3396.134132987175
S06,working,3410.313863334219
S11,starved,3426.949857930326
S11,working,3437.949857930326
S07,starved,3444.823369680236
S20,starved,3444.9416032917934
S18,starved,3445.7159578408528
S03,blocked,3446.1131322553097
S19,starved,3451.6093997249295
S02,blocked,3450.134132987175
S20,working,3449.9416032917934
S19,working,3455.6093997249295
S03,working,3457.1131322553097
S02,working,3458.134132987175
S05,starved,3459.9877513301085
S05,working,3460.9877513301085
S07,working,3472.823369680236
S11,starved,3479.949857930326
S09,starved,3484.283417927542
S09,working,3487.283417927542
S11,working,3500.949857930326
S20,starved,3499.9416032917934
S02,blocked,3502.134132987175
S19,starved,3512.6093997249295
S01,blocked,3513.5970176258893
S16,working,3512.2121579975746
S20,working,3514.9416032917934
S06,starved,3516.313863334219
S02,working,3516.134132987175
S01,working,3517.5970176258893
S06,working,3527.313863334219
S09,starved,3540.283417927542
S09,working,3545.283417927542
S11,starved,3549.949857930326
S11,working,3560.949857930326
S16,starved,3564.2121579975746
S02,blocked,3566.134132987175
S17,working,3571.8628592071013
S03,blocked,3569.1131322553097
S05,starved,3569.9877513301085
S20,starved,3570.9416032917934
S01,blocked,3574.5970176258893
S16,working,3573.2121579975746
S03,working,3575.1131322553097
S02,working,3576.134132987175
S01,working,3577.5970176258893
S05,working,3577.9877513301085
S07,starved,3580.823369680236
S07,working,3592.823369680236
S17,starved,3609.8628592071013
S18,working,3609.7159578408528
S11,starved,3617.949857930326
S13,starved,3621.0930886798374
S11,working,3625.949857930326
S03,blocked,3623.1131322553097
S16,starved,3626.2121579975746
S01,blocked,3629.5970176258893
S17,working,3634.8628592071013
S13,working,3632.0930886798374
S05,starved,3632.9877513301085
S02,blocked,3635.134132987175
S16,working,3636.2121579975746
S03,working,3649.1131322553097
S02,working,3650.134132987175
S01,working,3651.5970176258893
S05,working,3651.9877513301085
S09,starved,3658.283417927542
S18,starved,3659.7159578408528
S19,working,3669.6093997249295
S09,working,3669.283417927542
S11,starved,3674.949857930326
S11,working,3677.949857930326
S17,starved,3689.8628592071013
S13,starved,3684.0930886798374
S18,working,3689.7159578408528
S06,starved,3693.313863334219
S17,working,3697.8628592071013
S13,working,3695.0930886798374
S02,blocked,3698.134132987175
S01,blocked,3700.5970176258893
S03,blocked,3703.1131322553097
S03,working,3708.1131322553097
S02,working,3709.134132987175
S01,working,3710.5970176258893
S19,starved,3715.6093997249295
S09,starved,3717.283417927542
S20,working,3715.9416032917934
S11,starved,3720.949857930326
S11,working,3734.949857930326
S09,working,3735.283417927542
S18,starved,3740.7159578408528
S06,working,3744.313863334219
S19,working,3749.6093997249295
S17,starved,3749.8628592071013
S16,starved,3746.2121579975746
S13,starved,3746.0930886798374
S13,working,3749.0930886798374
S18,working,3750.7159578408528
S17,working,3755.8628592071013
S16,working,3754.2121579975746
S20,starved,3756.9416032917934
S01,blocked,3761.5970176258893
S03,blocked,3760.1131322553097
S02,blocked,3763.134132987175
S03,working,3771.1131322553097
S02,working,3772.134132987175
S01,working,3773.5970176258893
S07,starved,3779.823369680236
S08,starved,3785.6638420033064
S08,working,3786.6638420033064
S17,starved,3798.8628592071013
S13,starved,3796.0930886798374
S19,starved,3806.6093997249295
S19,working,3809.6093997249295
S07,working,3806.823369680236
S20,working,3806.9416032917934
S12,starved,3812.226974598345
S13,working,3811.0930886798374
S16,starved,3815.2121579975746
S16,working,3816.2121579975746
S17,working,3823.8628592071013
S03,blocked,3822.1131322553097
S03,working,3824.1131322553097
S01,blocked,3826.5970176258893
S01,working,3832.5970176258893
S09,starved,3840.283417927542
S08,starved,3845.6638420033064
S09,working,3848.283417927542
S06,starved,3847.313863334219
S06,working,3851.313863334219
S18,starved,3851.7159578408528
S13,starved,3864.0930886798374
S16,starved,3868.2121579975746
S16,working,3873.2121579975746
S03,blocked,3876.1131322553097
S18,working,3877.7159578408528
S03,working,3878.1131322553097
S08,working,3883.6638420033064
S09,starved,3895.283417927542
S19,starved,3908.6093997249295
S16,starved,3916.2121579975746
S12,working,3931.226974598345
S18,starved,3931.7159578408528
S18,working,3933.7159578408528
S03,blocked,3934.1131322553097
S19,working,3940.6093997249295
S16,working,3936.2121579975746
S01,blocked,3944.5970176258893
S03,working,3944.1131322553097
S06,starved,3950.313863334219
S01,working,3958.5970176258893
S09,working,3960.283417927542
S06,working,3961.313863334219
S18,starved,3982.7159578408528
S17,starved,3989.8628592071013
S16,starved,3985.2121579975746
S17,working,3993.8628592071013
S13,working,3988.0930886798374
S18,working,3990.7159578408528
S03,blocked,3998.1131322553097
S02,blocked,4000.134132987175
S03,working,4000.1131322553097
S02,working,4001.134132987175
S16,working,4003.2121579975746
S09,starved,4011.283417927542
S06,starved,4012.313863334219
S06,working,4019.313863334219
S09,working,4024.283417927542
S17,starved,4036.8628592071013
S19,starved,4043.6093997249295
S03,blocked,4055.1131322553097
S02,blocked,4061.134132987175
S16,starved,4061.2121579975746
S03,working,4062.1131322553097
S02,working,4063.134132987175
S19,working,4067.6093997249295
S17,working,4069.8628592071013
S06,starved,4069.313863334219
S16,working,4068.2121579975746
S09,starved,4075.283417927542
S06,working,4083.313863334219
S09,working,4086.283417927542
S13,starved,4100.093088679838
S18,starved,4108.715957840853
S02,blocked,4117.134132987175
S02,working,4120.134132987175
S16,starved,4121.212157997575
S16,working,4122.212157997575
S17,starved,4128.862859207102
S17,working,4129.862859207102
S18,working,4127.715957840853
S19,starved,4172.60939972493
S16,starved,4167.212157997575
S01,blocked,4177.59701762589
S01,working,4180.59701762589
S18,starved,4179.715957840853
S18,working,4181.715957840853
S19,working,4188.60939972493
S16,working,4189.212157997575
S19,down,4202.60939972493
S11,blocked,4217.949857930325
S01,blocked,4231.59701762589
S01,working,4232.59701762589
S17,starved,4235.862859207102
S16,starved,4242.212157997575
S17,working,4249.862859207102
S20,starved,4245.941603291793
S06,starved,4247.31386333422
S06,working,4256.31386333422
S16,working,4265.212157997575
S03,blocked,4280.113132255309
S11,working,4284.949857930325
S02,blocked,4285.134132987175
S13,working,4284.093088679838
S03,working,4285.113132255309
S02,working,4286.134132987175
S18,starved,4292.715957840853
